Report_No,Reported_Date,Reported_Time,From_Date,From_Time,To_Date,To_Time,Offense,IBRS,Description,Beat,Address,City,Zip Code,Rep_Dist,Area,DVFlag,Involvement,Race,Sex,Age,Firearm Used Flag,Location
KC19030951,04/28/2019,11:23,04/28/2019,08:30,04/28/2019,10:30,Stealing from Auto (Theft from Auto),23H,All Other Larceny,421,7700  NW BARRY RD,KANSAS CITY,64153,PP0392,NPD,N,VIC,W,M,53,false,"7700  NW BARRY RD
KANSAS CITY 64153
(39.246993, -94.671432)"
KC19032042,05/02/2019,09:56,04/26/2019,17:00,04/30/2019,12:00,Property Damage,23G,Theft of Vehicle Parts and Accessories,425,7900  NW 106TH ST,KANSAS CITY,64153,PP0226,NPD,N,VIC A02,,,,false,"7900  NW 106TH ST
KANSAS CITY 64153
(39.285381, -94.671775)"
KC19022260,03/27/2019,14:16,03/26/2019,08:00,,,Identity Theft,26F,Identity Theft,643,9200  N LAUREL AVE,KANSAS CITY,64157,PC0303,SCP,N,VIC,W,F,41,false,"9200  N LAUREL AVE
KANSAS CITY 64157
(39.259824, -94.468826)"
KC19023317,03/31/2019,19:40,03/31/2019,15:15,03/31/2019,19:00,Stealing from Auto (Theft from Auto),23H,All Other Larceny,243,7500  S BLUE RIVER RD,KANSAS CITY,64132,PJ5721,MPD,N,VIC,W,M,26,false,"7500  S BLUE RIVER RD
KANSAS CITY 64132
(38.988191, -94.527893)"
KC19023330,03/31/2019,13:04,03/29/2019,19:30,,,Embezzlement,270,Embezzlement,134,700  W 47TH ST,KANSAS CITY,64112,PJ3763,CPD,N,SUS,W,F,55,false,"700  W 47TH ST
KANSAS CITY 64112
(39.042437, -94.595019)"
KC19028705,04/19/2019,18:51,04/19/2019,18:27,,,Stealing – Shoplift,23C,Shoplifting,535,1700  W 133RD ST,KANSAS CITY,64145,PJ7404,SPD,N,VIC,,,,false,"1700  W 133RD ST
KANSAS CITY 64145
(38.886576, -94.605578)"
KC19025458,04/08/2019,14:11,04/08/2019,13:20,,,Stolen Auto,240,Motor Vehicle Theft,132,200  E LINWOOD BLVD,KANSAS CITY,64111,PJ2631,CPD,N,SUS,W,M,,false,"200  E LINWOOD BLVD
KANSAS CITY 64111
(39.068365, -94.582777)"
KC19023997,04/03/2019,02:29,04/03/2019,02:15,,,Stealing from Auto (Theft from Auto),23F,Theft From Motor Vehicle,,1500  E 29 ST,KANSAS CITY,64109,,,Y,VIC,B,M,52,false,"1500  E 29 ST
KANSAS CITY 64109
(39.073885, -94.564843)"
KC19025059,04/06/2019,18:14,04/06/2019,18:05,04/06/2019,18:07,Stolen Auto,240,Motor Vehicle Theft,533,10100  WORNALL RD,KANSAS CITY,64114,,SPD,N,VIC,W,M,25,false,"10100  WORNALL RD
KANSAS CITY 64114
(38.945433, -94.596448)"
KC19025346,04/08/2019,03:51,04/08/2019,03:51,,,Assault (Aggravated),13A,Aggravated Assault,241,2300  E MEYER BLVD,KANSAS CITY,64132,PJ4990,MPD,N,VIC,,F,30,false,"2300  E MEYER BLVD
KANSAS CITY 64132
(39.007141, -94.559903)"
KC19034271,05/10/2019,02:57,05/10/2019,02:48,,,Domestic Violence Assault (Non-Aggravated),13B,Simple Assault,,14500  S HWY 71,KANSAS CITY,64147,,,Y,VIC SUS,B,F,22,false,"14500  S HWY 71
KANSAS CITY 64147
(38.862208, -94.527597)"
KC19030395,04/26/2019,00:50,04/26/2019,00:50,,,Domestic Violence Burglary (Residential),220,Burglary/Breaking and Entering,531,9900  WALNUT DR,KANSAS CITY,64114,PJ6633,SPD,Y,ARR CHA SUS,B,F,33,false,"9900  WALNUT DR
KANSAS CITY 64114
(38.948283, -94.591212)"
KC19035835,05/15/2019,16:46,07/17/2018,15:00,,,Fraud / Stealing Through Deceit (Scam/Confidence Game),26A,False Pretenses / Swindle,635,5900  NE 49TH ST,KANSAS CITY,64119,PC0935,SCP,N,CMP VIC,W,F,34,false,"5900  NE 49TH ST
KANSAS CITY 64119
(39.182548, -94.510699)"
KC19030253,04/25/2019,16:12,04/25/2019,14:11,,,Buy Report,,,,2300  NORTON AVE,KANSAS CITY,,,EPD,N,ARR CHA INA,B,M,35,false,"2300  NORTON AVE
KANSAS CITY
(39.083739, -94.534903)"
KC19034894,05/12/2019,14:41,05/12/2019,12:00,,,Domestic Violence Assault (Non-Aggravated),13B,Simple Assault,243,8100  E 80TH ST,KANSAS CITY,64138,,MPD,Y,VIC,B,F,24,false,"8100  E 80TH ST
KANSAS CITY 64138
(38.979561, -94.494053)"
KC19021899,03/26/2019,11:32,03/26/2019,10:13,,,Harassment / Intimidation - Sex Crimes,,,232,1100  E 77TH ST,KANSAS CITY,64131,PJ5756,MPD,N,VIC,B,M,32,false,"1100  E 77TH ST
KANSAS CITY 64131
(38.987288, -94.573388)"
KC19026750,04/12/2019,18:35,04/12/2019,19:02,,,State Warrant Arrest,,,,100  MUNICIPAL CIR,RAYMORE,,,,N,ARR CHA SUS,B,M,22,false,"100  MUNICIPAL CIR
RAYMORE
(38.809793, -94.468207)"
KC19025350,04/08/2019,06:30,04/08/2019,06:30,,,Vehicular – Non-Injury,,,534,E I 470 HWY E and HILLCREST RD,KANSAS CITY,64137,PJ6891,SPD,N,CHA VDR,W,F,61,false,
KC19036596,05/18/2019,04:28,05/18/2019,04:28,,,Domestic Violence Assault (Non-Aggravated),13A,Aggravated Assault,633,4600  N HIGHLAND AVE,KANSAS CITY,64116,,SCP,Y,VIC SUS,W,M,38,false,"4600  N HIGHLAND AVE
KANSAS CITY 64116
(39.179334, -94.559544)"
KC19030500,04/26/2019,12:54,04/26/2019,12:57,,,City/Municipal Warrant Arrest,,,531,9700  MARION PARK DR,KANSAS CITY,64137,PJ6566,SPD,N,ARR CHA CMP,W,F,36,false,"9700  MARION PARK DR
KANSAS CITY 64137
(38.950149, -94.536077)"
KC19036165,05/16/2019,18:52,05/15/2019,22:00,05/16/2019,06:30,Stolen Auto,240,Motor Vehicle Theft,312,5600  E 10TH ST,KANSAS CITY,64127,PJ1017,EPD,N,VIC,W,F,76,false,"5600  E 10TH ST
KANSAS CITY 64127
(39.099984, -94.51675)"
KC19031325,04/29/2019,22:11,04/01/2019,12:00,,,Identity Theft,26F,Identity Theft,533,500  E RED BRIDGE RD,KANSAS CITY,64131,,SPD,N,CMP VIC,B,F,22,false,"500  E RED BRIDGE RD
KANSAS CITY 64131
(38.926048, -94.586202)"
KC19023358,03/31/2019,23:04,03/31/2019,23:04,,,Stealing – Shoplift,13C,Intimidation,133,4000  MILL ST,KANSAS CITY,,PJ3226,CPD,N,VIC,,,,false,"4000  MILL ST
KANSAS CITY
(39.053635, -94.595998)"
KC19031188,04/29/2019,13:09,04/26/2019,16:00,04/26/2019,18:00,Embezzlement,23H,All Other Larceny,111,400  WASHINGTON ST,KANSAS CITY,64106,PJ0535,CPD,N,VIC,,,,false,"400  WASHINGTON ST
KANSAS CITY 64106
(39.108375, -94.589651)"
KC19020110,03/19/2019,16:20,03/19/2019,16:20,,,Domestic Violence Assault (Non-Aggravated),13B,Simple Assault,643,9600  NE 98TH ST,KANSAS CITY,64157,PC0213,SCP,Y,ARR CHA SUS,W,M,,false,"9600  NE 98TH ST
KANSAS CITY 64157
(39.27089, -94.459757)"
KC19023355,03/31/2019,19:29,03/31/2019,19:29,03/31/2019,23:19,City/Municipal Warrant Arrest,,,343,4800  E LINWOOD BLVD,KANSAS CITY,64128,PJ2806,EPD,N,ARR CHA SUS,B,M,58,false,"4800  E LINWOOD BLVD
KANSAS CITY 64128
(39.067282, -94.528685)"
KC19029728,04/23/2019,18:46,04/23/2019,18:46,04/23/2019,20:04,Domestic Violence Property Damage,290,Vandalism/Destruction of Property,112,800  GRAND BLVD,KANSAS CITY,64106,PJ0797,CPD,Y,VIC,W,F,19,false,"800  GRAND BLVD
KANSAS CITY 64106
(39.10404, -94.580683)"
KC19023165,03/30/2019,20:57,03/31/2019,01:30,,,Assault (Non-Aggravated),13B,Simple Assault,113,100  E 13TH ST,KANSAS CITY,64106,PJ1177,CPD,N,SUS,W,M,23,false,"100  E 13TH ST
KANSAS CITY 64106
(39.098581, -94.58215)"
KC19025712,04/09/2019,10:46,04/08/2019,18:00,04/09/2019,07:00,Stealing from Auto (Theft from Auto),23F,Theft From Motor Vehicle,133,200  W 43RD ST,KANSAS CITY,64109,PJ3382,CPD,N,VIC,,,,false,"200  W 43RD ST
KANSAS CITY 64109
(39.049382, -94.588602)"
KC19033105,05/06/2019,10:10,05/06/2019,01:35,05/06/2019,01:45,Rape,11A,Forcible Rape,644,8600  NE 115TH TER,KANSAS CITY,,644,SCP,N,SUS,W,M,,false,"8600  NE 115TH TER
KANSAS CITY
(39.301603, -94.477274)"
KC19026489,04/11/2019,20:02,04/06/2019,10:00,04/11/2019,19:45,Stealing from Auto (Auto Part or Accessory),23G,Theft of Vehicle Parts and Accessories,212,6800  WINCHESTER AVE,KANSAS CITY,64133,PJ5361,MPD,N,VIC,W,M,33,false,"6800  WINCHESTER AVE
KANSAS CITY 64133
(39.001274, -94.505474)"
KC19023179,03/31/2019,02:02,03/31/2019,02:02,,,Eluding / Resisting a Lawful Stop,,,144,BRUCE R WATKINS DR N and EMANUEL CLEAVER II BLVD,KANSAS CITY,,PJ3649,CPD,N,VIC,,,,false,
KC19022526,03/28/2019,11:24,03/28/2019,11:46,,,Outside Correspondence,,,999,00  S WATER ST,LIBERTY,64068,,OSPD,N,ARR CHA,W,M,28,false,
KC19028665,04/19/2019,18:02,04/19/2019,18:00,,,Domestic Violence Assault (Non-Aggravated),13B,Simple Assault,114,700  SOUTHWEST BLVD,KANSAS CITY,64108,,,Y,CHA SUS,B,M,40,false,"700  SOUTHWEST BLVD
KANSAS CITY 64108
(39.085374, -94.592753)"
KC19034238,05/09/2019,18:06,05/09/2019,20:44,,,Trespass of Real Property,90J,Trespass of Real Property,313,600  PROSPECT AVE,KANSAS CITY,64124,PJ0766,EPD,N,ARR CHA SUS,B,M,48,false,"600  PROSPECT AVE
KANSAS CITY 64124
(39.104876, -94.551117)"
KC19025780,03/14/2019,00:10,03/14/2019,00:10,,,Legacy Incident Report/Arrest,,,211,5300  SWOPE PKWY,KANSAS CITY,64130,PJ4335,MPD,N,VIC DEC,B,M,29,false,"5300  SWOPE PKWY
KANSAS CITY 64130
(39.02914, -94.542691)"
KC19023090,03/30/2019,18:00,03/30/2019,18:00,,,Obstructing and Resisting an Officer,290,Vandalism/Destruction of Property,632,NE 43RD ST and N CLEVELAND AVE,KANSAS CITY,,,SCP,N,VIC,,,,false,"NE 43RD ST and N CLEVELAND AVE
KANSAS CITY
(39.171424, -94.535272)"
KC19025955,04/10/2019,00:27,04/10/2019,00:32,,,Property Damage,290,Vandalism/Destruction of Property,133,100  W 39TH ST,KANSAS CITY,64111,PJ3132,CPD,N,SUS,B,M,,false,"100  W 39TH ST
KANSAS CITY 64111
(39.05663, -94.587527)"
KC19028961,04/20/2019,21:30,04/20/2019,21:30,04/20/2019,22:10,Harassment / Intimidation - Sex Crimes,13C,Intimidation,224,5900  PARK AVE,KANSAS CITY,64130,PJ4707,MPD,Y,SUS,B,M,43,false,"5900  PARK AVE
KANSAS CITY 64130
(39.019418, -94.559121)"
KC19033252,05/06/2019,18:00,05/06/2019,18:00,,,Vehicular – Non-Injury Hit and Run,,,133,32ND ST and BROADWAY BLVD,KANSAS CITY,64111,,CPD,N,ARR CHA VDR,W,M,22,false,"32ND ST and BROADWAY BLVD
KANSAS CITY 64111
(39.069364, -94.590038)"
KC19036305,05/17/2019,08:55,05/17/2019,08:30,,,Violation of Full Order of Protection,13A,Aggravated Assault,142,E 42ND ST and JACKSON AVE S,KANSAS CITY,64130,,CPD,Y,VIC,B,F,45,false,
KC19030771,04/27/2019,13:31,04/27/2019,13:50,,,Miscellaneous City Ordinance Violation,,,133,3800  BROADWAY BLVD,KANSAS CITY,64111,PJ3062,CPD,N,ARR CHA SUS,W,M,29,false,"3800  BROADWAY BLVD
KANSAS CITY 64111
(39.057707, -94.590708)"
KC19028780,04/20/2019,02:48,04/20/2019,02:48,,,Outside State Warrant Arrest,,,342,E 25TH ST and DRURY AVE,KANSAS CITY,,PJ2140,EPD,N,ARR CHA SUS,W,M,32,false,"E 25TH ST and DRURY AVE
KANSAS CITY
(39.079636, -94.518938)"
KC19027382,04/15/2019,13:03,04/15/2019,13:15,,,Assault (Non-Aggravated),13B,Simple Assault,632,4600  N HIGHLAND,KANSAS CITY,64116,,SCP,N,VIC,,M,,false,"4600  N HIGHLAND
KANSAS CITY 64116
(39.179334, -94.559544)"
KC19031776,05/01/2019,12:03,04/26/2019,09:50,04/26/2019,09:55,Assault (Non-Aggravated),13B,Simple Assault,,9000  51 TER,KANSAS CITY,,,SPD,N,CHA SUS,B,M,,false,"9000  51 TER
KANSAS CITY
(39.029516, -94.477073)"
KC19026801,04/12/2019,22:43,04/12/2019,22:43,,,Vehicular – Non-Injury,,,342,S BLUE RIDGE CUTOFF and W I-70 HWY,KANSAS CITY,64133,,EPD,N,CHA VDR,W,M,40,false,
KC19022684,03/29/2019,03:31,03/29/2019,03:30,,,Assault (Aggravated),90C,Disorderly Conduct,415,8000  N THOMAS MEYERS DR,KANSAS CITY,64118,,NPD,N,VIC,B,F,57,false,"8000  N THOMAS MEYERS DR
KANSAS CITY 64118
(39.238315, -94.590731)"
KC19027093,04/14/2019,05:47,04/14/2019,05:43,,,Assault (Non-Aggravated),13B,Simple Assault,113,1300  CHERRY ST,KANSAS CITY,64106,PJ1191,CPD,N,VIC,B,M,59,false,"1300  CHERRY ST
KANSAS CITY 64106
(39.097701, -94.576314)"
KC19023761,04/02/2019,10:46,04/02/2019,10:46,04/02/2019,10:46,Stealing from Auto (Theft from Auto),23G,Theft of Vehicle Parts and Accessories,241,2300  E MEYER BLVD,KANSAS CITY,64132,PJ4990,MPD,N,CMP VIC,W,F,47,false,"2300  E MEYER BLVD
KANSAS CITY 64132
(39.007141, -94.559903)"
KC19033938,05/09/2019,00:34,05/09/2019,00:34,,,Assault (Aggravated),13A,Aggravated Assault,334,4400  MONTGALL AVE,KANSAS CITY,64130,PJ3590,EPD,N,VIC,B,M,23,false,"4400  MONTGALL AVE
KANSAS CITY 64130
(39.046219, -94.552921)"
KC19035528,05/14/2019,17:19,05/13/2019,21:00,,,Assault (Aggravated),13A,Aggravated Assault,233,TROOST AVE and E 85TH ST,KANSAS CITY,64134,PJ6089,MPD,N,SUS,B,M,39,true,"TROOST AVE and E 85TH ST
KANSAS CITY 64134
(38.973489, -94.576893)"
KC19029070,04/21/2019,12:00,04/21/2019,12:00,04/21/2019,12:00,Stealing – Shoplift,23C,Shoplifting,345,11600  E US 40 HWY,KANSAS CITY,64133,PJ3601,EPD,N,ARR CHA SUS,B,F,57,false,
KC19035996,05/16/2019,08:34,05/15/2019,21:00,05/16/2019,08:00,Stealing from Auto (Theft from Auto),23F,Theft From Motor Vehicle,424,11800  NW PLAZA CIR,KANSAS CITY,64153,PP0129,NPD,N,VIC,B,M,47,false,"11800  NW PLAZA CIR
KANSAS CITY 64153
(39.307528, -94.684098)"
KC19034399,05/10/2019,14:22,05/10/2019,14:00,,,Domestic Violence Robbery (Strong-Armed),120,Robbery,534,5000  LONGVIEW RD,KANSAS CITY,64137,,SPD,Y,VIC,B,F,24,false,"5000  LONGVIEW RD
KANSAS CITY 64137
(38.916587, -94.53287)"
KC19028494,04/19/2019,02:42,04/19/2019,02:41,,,Property Damage,13A,Aggravated Assault,411,5400  N WALNUT ST,KANSAS CITY,64118,PC0724,NPD,N,ARR CHA SUS,B,M,27,false,"5400  N WALNUT ST
KANSAS CITY 64118
(39.192329, -94.579657)"
KC19031756,05/01/2019,11:42,04/30/2019,18:34,,,Harassment / Intimidation - Sex Crimes,13C,Intimidation,233,8100  HOLMES RD,KANSAS CITY,64131,PJ5921,MPD,N,VIC,,,,false,"8100  HOLMES RD
KANSAS CITY 64131
(38.980901, -94.580842)"
KC19023136,03/30/2019,22:13,03/30/2019,21:50,03/30/2019,21:50,Fraudulent Use of a Credit Device,26B,Credit Card / Automatic Teller,634,5000  N ANTIOCH RD,KANSAS CITY,64119,PC0888,SCP,N,SUS,W,F,,false,"5000  N ANTIOCH RD
KANSAS CITY 64119
(39.184885, -94.548873)"
KC19026113,04/10/2019,13:25,04/09/2019,21:00,04/10/2019,05:00,Stealing from Building/Residence,23D,Theft From Building,232,9300  S BALES DR,KANSAS CITY,64132,,MPD,N,SUS,B,,,false,"9300  S BALES DR
KANSAS CITY 64132
(38.957148, -94.547882)"
KC19035155,05/13/2019,14:13,05/13/2019,14:13,,,Stealing – Purse Snatch,23B,Purse-Snatching,121,INDEPENDENCE BLVD and PROSPECT AVE,KANSAS CITY,64124,PJ0573,CPD,N,SUS,B,M,34,false,"INDEPENDENCE BLVD and PROSPECT AVE
KANSAS CITY 64124
(39.106302, -94.551048)"
KC19025196,04/07/2019,12:47,04/06/2019,08:15,04/07/2019,12:00,Stealing from Building/Residence,23D,Theft From Building,642,1700  NE 101ST CT,KANSAS CITY,64155,PC0209,SCP,N,SUS,B,M,35,true,"1700  NE 101ST CT
KANSAS CITY 64155
(39.276915, -94.558572)"
KC19031953,05/01/2019,22:59,01/03/2019,08:00,05/01/2019,07:00,Stealing – Other,23D,Theft From Building,631,4200  NE DAVIDSON RD,KANSAS CITY,64116,,SCP,N,VIC,W,F,30,false,"4200  NE DAVIDSON RD
KANSAS CITY 64116
(39.170607, -94.56004)"
KC19035338,05/14/2019,01:23,05/14/2019,01:23,,,Assault (Aggravated),13A,Aggravated Assault,322,E 20TH ST and ELMWOOD AVE,KANSAS CITY,64127,PJ1724,EPD,N,VIC,B,M,44,true,
KC19026197,04/10/2019,16:17,04/10/2019,16:12,,,Murder,09A,Murder,341,6400  E 15TH TER,KANSAS CITY,64123,PJ1439,EPD,N,SUS,W,M,,false,"6400  E 15TH TER
KANSAS CITY 64123
(39.092867, -94.507719)"
KC19029379,04/22/2019,15:37,04/22/2019,15:37,,,Obstructing and Resisting an Officer,90C,Disorderly Conduct,115,0  MEMORIAL DR,KANSAS CITY,64108,PJ2259,CPD,N,ARR CHA SUS,W,M,68,false,
KC19028893,04/20/2019,15:42,04/20/2019,12:30,,,Fraud / Stealing Through Deceit (Scam/Confidence Game),26A,False Pretenses / Swindle,322,5300  E TRUMAN RD,KANSAS CITY,64127,,EPD,N,VIC,U,F,32,false,"5300  E TRUMAN RD
KANSAS CITY 64127
(39.094138, -94.519847)"
KC19030243,04/25/2019,15:42,04/25/2019,14:45,,,Stealing – Other,23H,All Other Larceny,234,1300  E MEYER BLVD,KANSAS CITY,64132,,MPD,N,VIC,B,F,19,false,
KC19027843,04/16/2019,19:06,04/16/2019,14:30,,,Assault (Aggravated),13A,Aggravated Assault,542,8400  E 93RD ST,KANSAS CITY,64138,PJ6475,SPD,N,ARR SUS,B,M,,false,"8400  E 93RD ST
KANSAS CITY 64138
(38.954565, -94.491318)"
KC19024648,04/05/2019,08:42,04/05/2019,08:49,,,Recovered Property,,,112,900  CHARLOTTE ST,KANSAS CITY,64106,PJ0887,CPD,N,SUS,B,M,32,false,"900  CHARLOTTE ST
KANSAS CITY 64106
(39.10324, -94.573762)"
KC19032498,05/03/2019,19:33,05/02/2019,20:00,05/03/2019,08:00,Property Damage,290,Vandalism/Destruction of Property,223,5800  WABASH AVE,KANSAS CITY,64130,PJ4651,MPD,N,VIC,B,F,31,false,"5800  WABASH AVE
KANSAS CITY 64130
(39.02093, -94.556702)"
KC19028289,04/18/2019,13:34,04/18/2019,13:38,04/18/2019,13:38,Unfounded,,,343,3300  JACKSON AVE,KANSAS CITY,64128,PJ2785,EPD,N,VIC,,F,,false,"3300  JACKSON AVE
KANSAS CITY 64128
(39.065524, -94.534636)"
KC19026477,04/11/2019,18:44,04/11/2019,18:40,,,Domestic Violence Assault (Non-Aggravated),13B,Simple Assault,333,3800  INDIANA AVE,KANSAS CITY,64127,PJ3119,EPD,Y,VIC,W,F,34,false,
KC19031750,05/01/2019,10:33,05/01/2019,10:33,,,Tow-In Report/Authorization Not to Tow,,,643,COOKINGHAM DR and OVERTON AVE,KANSAS CITY,,,SCP,N,ARR A02 VDR,,M,44,false,"COOKINGHAM DR and OVERTON AVE
KANSAS CITY
(39.269634, -94.457795)"
KC19025027,04/06/2019,15:53,04/05/2019,18:56,04/05/2019,19:41,Fraudulently Obtaining a Controlled Substance,23H,All Other Larceny,422,4400  NW BARRY RD,KANSAS CITY,64154,PP0321,NPD,N,VIC,,,,false,"4400  NW BARRY RD
KANSAS CITY 64154
(39.246647, -94.631079)"
KC19022822,03/29/2019,15:53,03/28/2019,20:10,03/28/2019,20:13,Stealing – Shoplift,280,Stolen Property Offenses,643,8500  N CHURCH RD,KANSAS CITY,64157,PC0282,SCP,N,VIC,,,,false,"8500  N CHURCH RD
KANSAS CITY 64157
(39.246042, -94.458722)"
KC19024373,04/04/2019,09:51,03/21/2019,04:45,,,Stealing from Building/Residence,23D,Theft From Building,233,8200  FOREST,KANSAS CITY,64131,,MPD,N,SUS,,U,,false,"8200  FOREST
KANSAS CITY 64131
(38.978564, -94.575746)"
KC19023046,03/30/2019,13:52,03/30/2019,13:52,,,Domestic Violence Property Damage,290,Vandalism/Destruction of Property,222,5500  EUCLID AVE,KANSAS CITY,64130,PJ4437,MPD,Y,VIC,B,M,52,false,"5500  EUCLID AVE
KANSAS CITY 64130
(39.026773, -94.562178)"
